asin	overall	sentimentScores
B001BY4RQM	5	0.9786
B001C74GLY	5	0.9413
B001C74GLY	5	0.8521
B001C74GLY	5	0.7579
B001C74GLY	5	0.8555
B001C74GLY	5	0.775
B001C9R5P6	5	0.9273
B001C9R5P6	4	0.9419
B001C9R5P6	5	0.9613
B001C9R5P6	5	0.9726
B001C9R5P6	5	0.5423
B001CJ2QZU	5	0.9851
B001CJ2QZU	5	0.4104
B001CJ2QZU	5	0.9961
B001CJ2QZU	5	0.9944
B001CJ2QZU	5	0.9455
B001D2TPZU	5	0.8316
B001D2TPZU	5	0.3353
B001D2TPZU	5	-0.4926
B001D2TPZU	5	0.7717
B001D2TPZU	5	0.0
B001D2TPZU	5	0.8518
B001D2TPZU	4	-0.4019
B001DW6RJC	5	0.984
B001DW6RJC	5	0.5106
B001DW6RJC	5	0.9506
B001DW6RJC	4	0.9833
B001DW6RJC	4	0.5719
B001DW6RJC	5	0.7351
B001DW6RJC	5	0.9169
B001DW6RJC	1	0.944
B001DW6RJC	4	0.8074
B001DW6RJC	4	0.8173
B001DW6RJC	5	0.4927
B001DW6RJC	3	-0.7003
B001DW6RJC	5	0.0772
B001E3BSKS	5	-0.25
B001E3BSKS	5	0.8689
B001E3BSKS	4	0.9529
B001E3BSKS	5	0.8271
B001E3BSKS	5	0.9187
B001E3SFKO	5	-0.7273
B001E3SFKO	4	0.5413
B001E3SFKO	5	0.3612
B001E3SFKO	5	0.7346
B001E3SFKO	5	0.9179
B001E43SK0	2	-0.0516
B001E43SK0	2	-0.5719
B001E43SK0	3	0.6908
B001E43SK0	5	0.8846
B001E43SK0	3	0.9652
B001EC5ECW	5	0.9312
B001EC5ECW	4	0.7615
B001EC5ECW	5	0.9565
B001EC5ECW	4	0.9018
B001EC5ECW	4	0.9471
B001EC5ECW	5	0.9578
B001EL6I8W	4	0.606
B001EL6I8W	5	0.9943
B001EL6I8W	5	0.9738
B001EL6I8W	5	0.7345
B001EL6I8W	4	0.9571
B001EL6I8W	5	0.9465
B001EL6I8W	5	0.9869
B001EL6I8W	5	0.9477
B001EL6I8W	3	0.5584
B001EL6I8W	4	0.9776
B001ELP5WM	5	0.9231
B001ELP5WM	5	0.9274
B001ELP5WM	5	0.875
B001ELP5WM	4	-0.1526
B001ELP5WM	5	0.6283
B001EW5YQS	5	0.7639
B001EW5YQS	3	0.8842
B001EW5YQS	4	0.9719
B001EW5YQS	5	0.9349
B001EW5YQS	4	0.9601
B001EW5YQS	4	0.91
B001EZIEVW	3	0.9711
B001EZIEVW	5	0.9231
B001EZIEVW	4	0.9571
B001EZIEVW	5	0.9501
B001EZIEVW	4	0.8625
B001EZIEVW	3	0.8176
B001FB5Z44	5	0.6705
B001FB5Z44	5	0.7757
B001FB5Z44	4	0.9402
B001FB5Z44	5	0.9393
B001FB5Z44	5	0.8264
B001FB5Z44	5	0.9577
B001FB5Z8K	5	0.9788
B001FB5Z8K	5	0.9297
B001FB5Z8K	5	0.9873
B001FB5Z8K	1	0.0
B001FB5Z8K	5	0.5848
B001FB5Z8K	5	0.8713
B001FQ74FW	5	-0.204
B001FQ74FW	5	0.0
B001FQ74FW	5	0.7717
B001FQ74FW	5	-0.4557
B001FQ74FW	5	0.9144
B001FSZR4U	5	0.7845
B001FSZR4U	4	0.9272
B001FSZR4U	4	0.8807
B001FSZR4U	5	0.8578
B001FSZR4U	5	0.9351
B001FSZR4U	4	0.9371
B001FSZR4U	5	0.8217
B001FSZR4U	4	-0.307
B001FSZR4U	4	0.807
B001FSZR4U	3	-0.6423
B001FSZR4U	2	0.0
B001FSZR4U	3	-0.7269
B001FSZR4U	3	0.2023
B001FSZR4U	5	0.4754
B001FSZR4U	4	0.9028
B001FSZR4U	3	-0.1779
B001G3TJXO	4	0.9694
B001G3TJXO	5	0.992
B001G3TJXO	5	0.9153
B001G3TJXO	5	0.9862
B001G3TJXO	5	0.8876
B001G3TJXO	5	0.7539
B001G3TJXO	2	0.9116
B001G3TJXO	5	0.4939
B001G3TJXO	5	0.8834
B001G3TJXO	5	0.8655
B001G3TJXO	5	0.9686
B001GD07SK	3	0.9201
B001GD07SK	2	0.8402
B001GD07SK	1	0.849
B001GD07SK	4	0.9231
B001GD07SK	3	0.6597
B001GD07SK	4	0.9408
B001GD07SK	4	0.9169
B001GD07SK	2	-0.5632
B001GGYF4E	4	0.975
B001GGYF4E	5	0.9933
B001GGYF4E	5	0.8542
B001GGYF4E	4	0.9625
B001GGYF4E	5	0.7964
B001GGYF4E	3	0.7351
B001GH4H3W	5	0.5106
B001GH4H3W	5	0.8402
B001GH4H3W	5	-0.7513
B001GH4H3W	5	0.9278
B001GH4H3W	4	0.9015
B001GH4H3W	5	0.7421
B001GH4H3W	4	0.9105
B001GWCC4I	5	0.4939
B001GWCC4I	5	0.7654
B001GWCC4I	4	0.9773
B001GWCC4I	5	0.0
B001GWCC4I	5	0.8032
B001GWCC4I	5	0.7003
B001GWCC4I	5	-0.296
B001GWCC4I	5	0.9536
B001GWCC4I	2	0.3553
B001HNE622	3	0.7918
B001HNE622	5	0.8603
B001HNE622	5	0.872
B001HNE622	5	0.4105
B001HNE622	5	0.8221
B001HNE622	5	0.7424
B001I1PWTY	5	0.9143
B001I1PWTY	4	0.8162
B001I1PWTY	4	0.7741
B001I1PWTY	5	0.8687
B001I1PWTY	5	0.9664
B001I1PWTY	5	0.7184
B001I8ITQA	3	0.6808
B001I8ITQA	5	0.9839
B001I8ITQA	3	0.0
B001I8ITQA	5	0.9994
B001I8ITQA	5	0.7796
B001I8ITQA	5	0.8622
B001IM5KFY	5	0.9686
B001IM5KFY	4	0.4404
B001IM5KFY	5	0.9118
B001IM5KFY	5	0.9062
B001IM5KFY	5	0.8271
B001IM5KFY	5	0.91
B001IM5KFY	5	0.765
B001J1JRN0	5	0.6823
B001J1JRN0	5	0.9959
B001J1JRN0	5	0.9887
B001J1JRN0	5	0.9968
B001J1JRN0	5	0.5549
B001J1JRN0	5	0.9735
B001J1SX94	5	0.4404
B001J1SX94	5	0.7212
B001J1SX94	5	0.886
B001J1SX94	5	0.9626
B001J1SX94	5	0.9584
B001J1SX94	2	-0.25
B001J1SX94	5	0.6369
B001J1SX94	5	0.7351
B001J1SX94	3	-0.2732
B001J5RYXQ	3	0.9594
B001J5RYXQ	3	0.9943
B001J5RYXQ	5	0.8435
B001J5RYXQ	5	0.9918
B001J5RYXQ	5	0.9005
B001J5RYXQ	4	0.9284
B001J5RYXQ	4	0.7351
B001J5RYXQ	5	0.9712
B001J5RYXQ	5	0.9056
B001J5RYXQ	3	0.9468
B001J5RYXQ	5	0.9217
B001J5RYXQ	5	0.9931
B001JI2KHS	5	0.5719
B001JI2KHS	4	0.5719
B001JI2KHS	5	0.4545
B001JI2KHS	5	0.5574
B001JI2KHS	5	-0.0
B001JI2KHS	5	-0.3182
B001JI2KHS	3	-0.25
B001JI2KHS	5	0.6295
B001JI2KHS	4	0.4404
B001JI2KHS	5	0.6369
B001JI2KHS	5	0.7845
B001JI2KHS	5	0.765
B001JI2KHS	1	-0.4479
B001JI2KHS	4	0.1779
B001JI2KHS	5	0.4003
B001JI2KHS	5	0.0772
B001KD2CPC	4	0.9382
B001KD2CPC	3	0.7385
B001KD2CPC	4	0.8555
B001KD2CPC	5	0.5267
B001KD2CPC	5	0.9851
B001KXKGBY	4	0.8316
B001KXKGBY	5	0.9078
B001KXKGBY	5	0.9169
B001KXKGBY	4	0.6124
B001KXKGBY	4	0.6908
B001KXKGBY	5	-0.2263
B001KXKGBY	5	0.6801
B001L8IJ0I	5	0.9905
B001L8IJ0I	5	0.9815
B001L8IJ0I	5	0.9735
B001L8IJ0I	5	0.9476
B001L8IJ0I	4	0.9971
B001L8IKLG	5	0.8658
B001L8IKLG	4	-0.7825
B001L8IKLG	3	-0.7514
B001L8IKLG	4	0.7699
B001L8IKLG	5	0.7731
B001L8KE06	5	0.993
B001L8KE06	5	0.9972
B001L8KE06	5	0.9973
B001L8KE06	5	0.9991
B001L8KE06	5	0.99
B001L8MDMS	5	0.3612
B001L8MDMS	5	0.8442
B001L8MDMS	5	0.833
B001L8MDMS	5	0.2732
B001L8MDMS	5	0.8834
B001L8MDMS	3	0.0831
B001L8MDMS	5	0.6798
B001L8NGJ2	4	0.34
B001L8NGJ2	4	0.6621
B001L8NGJ2	5	0.8675
B001L8NGJ2	3	0.4939
B001L8NGJ2	5	0.8316
B001L8NGJ2	5	0.6369
B001L8NGJ2	5	0.9001
B001L8NGJ2	4	0.6369
B001L8NGJ2	4	0.8524
B001L8NGJ2	4	0.2714
B001L8NGJ2	5	0.8689
B001L8NGJ2	5	0.6124
B001L8NGJ2	4	0.9738
B001L8NGJ2	5	0.9413
B001L8NGJ2	5	0.9648
B001L8PIFW	2	0.9153
B001L8PIFW	1	0.795
B001L8PIFW	3	0.6124
B001L8PIFW	4	0.9564
B001L8PIFW	4	0.7845
B001L8PIFW	5	0.9674
B001L8PIFW	5	0.2023
B001L8PIFW	5	0.9393
B001LJUVO4	4	0.5702
B001LJUVO4	2	0.8252
B001LJUVO4	2	-0.5423
B001LJUVO4	1	0.3612
B001LJUVO4	3	0.9789
B001LJUVO4	5	-0.0516
B001LJUVO4	5	0.0258
B001LJUVO4	3	-0.7845
B001LJUVO4	5	0.8074
B001LJUVO4	1	0.2755
B001LJUVO4	2	-0.2315
B001LJUVO4	5	0.836
B001LJUVO4	5	0.296
B001LJUVO4	2	0.296
B001LJUVO4	5	0.4939
B001LJUVO4	5	-0.6908
B001LNN30E	5	0.9922
B001LNN30E	5	0.9864
B001LNN30E	5	0.9596
B001LNN30E	5	0.9723
B001LNN30E	5	0.967
B001LNN30E	5	0.9955
B001M59AS0	3	0.8979
B001M59AS0	5	0.8516
B001M59AS0	5	0.7845
B001M59AS0	5	-0.4019
B001M59AS0	3	0.7653
B001M59AS0	4	0.9371
B001MMYVZU	5	0.9182
B001MMYVZU	5	0.7088
B001MMYVZU	2	0.7944
B001MMYVZU	4	0.5245
B001MMYVZU	2	0.4372
B001MMYVZU	5	0.7003
B001MMYVZU	5	0.8795
B001MMYVZU	5	0.9234
B001MMYVZU	5	0.8577
B001MMYVZU	5	0.9642
B001MMYVZU	5	0.0
B001MMYVZU	4	0.9371
B001MMYVZU	5	-0.2849
B001MMYVZU	5	0.25
B001MMYVZU	5	0.4215
B001MMYVZU	5	0.8442
B001MMYVZU	5	0.9134
B001MSS6CS	5	0.8625
B001MSS6CS	3	0.5255
B001MSS6CS	5	0.3382
B001MSS6CS	4	0.6249
B001MSS6CS	4	0.4404
B001MSS6CS	5	0.8225
B001MSS6CS	5	0.9231
B001MSS6CS	3	0.2023
B001MSS6CS	5	0.8481
B001MSS6CS	5	0.8645
B001NXDSK2	4	-0.5713
B001NXDSK2	5	0.9256
B001NXDSK2	5	0.9612
B001NXDSK2	4	0.898
B001NXDSK2	5	0.9716
B001OLW0J8	3	0.9165
B001OLW0J8	5	0.9776
B001OLW0J8	4	0.8519
B001OLW0J8	5	0.8873
B001OLW0J8	5	0.802
B001OLW0J8	5	0.98
B001OLW0J8	5	0.872
B001OLW0J8	5	0.6746
B001OLW0J8	3	0.0
B001OLZYUU	5	0.6136
B001OLZYUU	3	-0.17
B001OLZYUU	5	0.9402
B001OLZYUU	4	-0.2521
B001OLZYUU	5	0.8176
B001OLZYUU	5	0.9081
B001OLZYUU	5	0.8821
B001PGXHW6	5	0.9472
B001PGXHW6	5	0.7717
B001PGXHW6	5	-0.4995
B001PGXHW6	5	0.2732
B001PGXHW6	5	0.8957
B001PGXHX0	1	0.4404
B001PGXHX0	5	0.7003
B001PGXHX0	5	0.6197
B001PGXHX0	5	0.8225
B001PGXHX0	4	0.6124
B001PGXHX0	5	0.7088
B001PGXHX0	5	0.743
B001PGXHX0	5	0.7579
B001PGXHX0	4	0.5574
B001PGXHX0	5	0.8402
B001PGXHX0	5	0.4404
B001PGXHX0	5	0.872
B001PGXHX0	4	0.8225
B001PGXHX0	4	0.875
B001PGXHX0	4	0.8807
B001PGXHX0	5	0.1956
B001PGXHX0	5	0.6597
B001PGXHX0	5	0.7579
B001PGXHX0	5	0.6841
B001PGXHX0	5	0.2023
B001PGXHX0	5	-0.3875
B001PGXHX0	5	0.9081
B001PGXHX0	5	0.8885
B001PGXHX0	5	0.4753
B001PGXHX0	5	0.2732
B001PGXHX0	2	0.8591
B001PGXHX0	5	0.9081
B001PGXHX0	5	0.0
B001PGXHX0	5	0.8519
B001PGXHX0	5	0.7003
B001PGXHX0	3	0.0
B001PGXHX0	5	-0.4019
B001PGXHX0	5	0.8478
B001PGXHX0	5	0.6597
B001PGXHX0	5	0.1531
B001PGXHX0	5	0.9325
B001PGXHX0	5	0.8834
B001PGXHX0	5	0.75
B001PGXHX0	4	0.7841
B001PGXHX0	5	0.928
B001PGXHX0	5	0.743
B001PGXHX0	4	0.4742
B001PGXHX0	4	0.9124
B001PGXHX0	5	0.985
B001PGXHX0	5	-0.1531
B001PGXHX0	5	0.926
B001PGXHX0	5	0.6997
B001PGXHX0	4	0.91
B001PGXHX0	5	-0.3326
B001PGXHX0	5	-0.2023
B001PGXHX0	5	0.7082
B001PGXHX0	5	0.0772
B001PGXHX0	5	0.9449
B001PGXHX0	4	-0.9231
B001PGXHX0	5	0.4215
B001PGXHX0	3	0.7003
B001PGXHX0	5	0.0
B001PGXHX0	5	0.8678
B001PGXHYO	4	0.8316
B001PGXHYO	5	0.9584
B001PGXHYO	5	0.7351
B001PGXHYO	3	0.6597
B001PGXHYO	5	0.9563
B001PGXIHK	4	0.7501
B001PGXIHK	4	0.9578
B001PGXIHK	3	0.6908
B001PGXIHK	5	0.9312
B001PGXIHK	5	0.9022
B001PGXJGU	5	0.4588
B001PGXJGU	5	0.9927
B001PGXJGU	4	0.8442
B001PGXJGU	4	0.8225
B001PGXJGU	5	0.8555
B001PGXJGU	5	0.9821
B001PGXKC8	5	0.8127
B001PGXKC8	3	0.8074
B001PGXKC8	5	0.8074
B001PGXKC8	4	0.8176
B001PGXKC8	5	0.3353
B001PGXKC8	5	0.0
B001PGXKC8	3	0.4466
B001PGXKC8	4	0.6486
B001PGXKC8	5	0.5242
B001PGXKC8	5	0.4588
B001PGXKC8	5	0.5574
B001PGXKC8	5	0.8778
B001PGXKC8	5	0.957
B001PGXKC8	5	0.34
B001PGXKC8	4	0.8625
B001PGXKC8	5	0.9632
B001PGXKC8	3	0.4588
B001PGXKC8	5	0.3612
B001PGXKC8	4	-0.0772
B001PGXKC8	5	0.8885
B001PGXKC8	5	0.8994
B001PGXKC8	4	0.836
B001PGXKC8	5	0.2732
B001PGXKC8	4	0.8658
B001PGXKC8	5	0.9701
B001PGXKC8	4	0.7081
B001PGXKC8	5	0.7003
B001PGXKC8	3	0.4404
B001PGXKC8	1	0.3423
B001PGXKC8	5	-0.1531
B001PGXKC8	5	0.9313
B001PGXKC8	5	0.0
B001PGXKC8	1	0.4389
B001PGXKC8	4	0.9128
B001PGXKC8	4	0.5719
B001PGXKC8	5	0.2023
B001PGXKC8	5	0.9552
B001PGXKC8	4	-0.1027
B001PGXKC8	5	0.6808
B001PGXKC8	5	0.8957
B001PGXKC8	3	0.7003
B001PGXKC8	2	0.5719
B001PGXKC8	5	0.8689
B001PGXKC8	5	0.7845
B001PGXKC8	5	0.6632
B001PGXKC8	5	0.8563
B001PGXKC8	5	0.9134
B001PGXKC8	4	0.4091
B001PGXKC8	1	0.4802
B001PGXKC8	5	0.9468
B001PGXKC8	5	0.8591
B001PGXKC8	5	-0.0385
B001PGXKC8	4	0.4939
B001PGXKC8	5	0.4902
B001PGXKC8	5	0.9282
B001Q8DJO4	5	0.929
B001Q8DJO4	5	0.7845
B001Q8DJO4	5	0.9442
B001Q8DJO4	5	0.3612
B001Q8DJO4	5	0.4047
B001Q8DJO4	5	0.7612
B001Q8DJO4	5	0.9368
B001QJGYIG	4	0.9666
B001QJGYIG	5	0.8885
B001QJGYIG	5	0.8515
B001QJGYIG	3	-0.1449
B001QJGYIG	5	0.8908
B001QJGYIG	5	0.8495
B001QJGYIG	4	0.8126
B001QJGYIG	5	0.991
B001QWBM62	5	0.981
B001QWBM62	2	0.9641
B001QWBM62	4	0.9126
B001QWBM62	5	0.9217
B001QWBM62	5	0.9571
B001QWBM62	5	0.9196
B001QWBM62	5	0.9885
B001QWBM62	4	0.9667
B001QWBM62	4	0.7184
B001QWBM62	4	0.9905
B001R2LQWQ	5	0.9867
B001R2LQWQ	1	0.7783
B001R2LQWQ	3	0.9871
B001R2LQWQ	5	0.8807
B001R2LQWQ	5	0.9341
B001R2LQWQ	5	0.9686
B001R2LQWQ	5	0.9325
B001R76D42	5	0.9971
B001R76D42	4	0.7906
B001R76D42	5	0.8858
B001R76D42	5	0.9741
B001R76D42	5	0.9186
B001R76D42	4	0.9908
B001R76D42	5	0.9643
B001R76D42	4	0.9868
B001R76D42	4	0.7964
B001REJX1U	5	0.0
B001REJX1U	4	0.7941
B001REJX1U	2	0.9894
B001REJX1U	5	0.8669
B001REJX1U	5	0.9191
B001REJX1U	4	0.3089
B001REJX1U	5	0.8225
B001RMFSDE	5	0.4574
B001RMFSDE	5	0.8777
B001RMFSDE	4	-0.4767
B001RMFSDE	1	0.6486
B001RMFSDE	5	0.6249
B001RMFSDE	5	0.0
B001RMFSDE	3	0.0772
B001RMFSDE	5	0.9153
B001RMFSDE	1	0.2124
B001RMFSDE	5	0.8399
B001RNH8YA	5	0.9186
B001RNH8YA	5	0.9796
B001RNH8YA	5	0.5984
B001RNH8YA	5	0.872
B001RNH8YA	4	0.7964
B001RNH8YA	5	0.584
B001RNH8YA	5	0.9747
B001RNH8YA	5	0.9266
B001RNHE30	5	0.9412
B001RNHE30	5	0.9742
B001RNHE30	5	0.6249
B001RNHE30	4	0.9935
B001RNHE30	5	0.4767
B001RNHE30	5	0.9657
B001RNHE30	5	0.9473
B001RNHE30	4	-0.34
B001RNHE30	5	0.8653
B001RNOHHG	5	0.96
B001RNOHHG	3	0.8591
B001RNOHHG	4	0.7717
B001RNOHHG	5	0.9874
B001RNOHHG	5	0.8516
B001RNOHHG	5	0.9524
B001RNOHHG	4	0.8779
B001RNOHHG	5	0.9947
B001RNOHHG	4	0.0258
B001RNOHHG	5	0.9168
B001SC4I16	4	0.991
B001SC4I16	4	0.9852
B001SC4I16	5	0.9874
B001SC4I16	5	0.9522
B001SC4I16	5	0.8934
B001SC4I16	3	0.9023
B001SC4I16	5	0.9643
B001SC4I16	3	0.4457
B001SC4I16	5	0.7003
B001SC4I16	5	0.9769
B001SC4I16	3	-0.6553
B001SC4I16	3	0.5106
B001SC4I16	5	0.5552
B001SC4I16	5	-0.5469
B001SC4I16	5	0.923
B001U5PCFM	3	0.9859
B001U5PCFM	5	0.991
B001U5PCFM	4	0.9558
B001U5PCFM	4	0.9837
B001U5PCFM	2	0.8357
B001U5PCFM	5	0.9836
B001U5PCFM	3	0.8776
B001UJEKZ6	1	0.2023
B001UJEKZ6	5	0.886
B001UJEKZ6	5	0.8479
B001UJEKZ6	5	0.8316
B001UJEKZ6	1	0.1226
B001UJEKZ6	3	0.7693
B001UYKGUE	3	0.5859
B001UYKGUE	5	0.4902
B001UYKGUE	5	0.8208
B001UYKGUE	4	-0.2057
B001UYKGUE	5	0.8225
B001UYKGUE	5	0.9753
B001UYKGUE	5	0.7096
B001V5K2S8	5	0.7351
B001V5K2S8	5	0.8356
B001V5K2S8	5	0.8402
B001V5K2S8	5	0.9499
B001V5K2S8	5	0.9231
B001V5K2S8	5	0.9563
B001V5K2S8	5	0.8316
B001V5K2S8	5	0.9011
B001W99HE8	5	0.9117
B001W99HE8	5	0.8555
B001W99HE8	5	0.9517
B001W99HE8	5	0.8917
B001W99HE8	5	0.9739
B001W99HE8	5	0.891
B001W99HE8	5	0.6249
B001W99HE8	5	0.7841
B001W99HE8	5	0.902
B001W99HE8	5	-0.3107
B001W99HE8	5	0.9938
B001W99HE8	5	0.1531
B001W99HE8	5	0.1341
B001W99HE8	5	0.9792
B001W99HE8	5	0.9459
B001W99HE8	5	0.865
B001W99HE8	5	0.796
B001W99HE8	5	0.8216
B001W99HE8	5	0.6249
B001W99HE8	5	0.9001
B001XJBWXG	5	0.9606
B001XJBWXG	5	0.8484
B001XJBWXG	5	0.9507
B001XJBWXG	5	0.3975
B001XJBWXG	5	0.8706
B001XJBWXG	5	0.7845
B002024UDE	5	0.9456
B002024UDE	4	0.2263
B002024UDE	5	0.5908
B002024UDE	4	0.5423
B002024UDE	4	0.8729
B002024UDE	4	0.0361
B002024UDE	4	0.0772
B0023BYDHK	5	0.6908
B0023BYDHK	3	0.9555
B0023BYDHK	2	0.8206
B0023BYDHK	3	0.0
B0023BYDHK	5	0.3182
B0023BYDHK	4	-0.0343
B0023BYDHK	5	0.3472
B0023BYDHK	5	0.9797
B0023BYDHK	5	0.3612
B002433RXI	5	0.7003
B002433RXI	5	0.923
B002433RXI	5	0.5859
B002433RXI	4	0.7783
B002433RXI	5	0.9655
B002433RXI	5	0.34
B002433RXI	5	0.7579
B0025PM6DM	5	0.8591
B0025PM6DM	4	-0.25
B0025PM6DM	5	-0.4019
B0025PM6DM	5	-0.6597
B0025PM6DM	2	-0.1027
B0025PM6DM	4	0.7964
B0025PM6DM	5	0.3182
B0025V1REU	3	0.5859
B0025V1REU	4	0.8186
B0025V1REU	3	0.8074
B0025V1REU	1	0.5267
B0025V1REU	5	0.9122
B0025V1REU	1	0.7845
B0025V1REU	2	-0.6386
B00267OCTA	4	0.8126
B00267OCTA	4	0.807
B00267OCTA	5	-0.9116
B00267OCTA	5	0.8829
B00267OCTA	4	0.8271
B00267OCTA	4	0.9169
B00267OCTA	5	0.765
B00267OCTA	5	0.6369
B00267OCTA	5	0.8591
B00267OCTA	5	0.1513
B00267OCTA	5	0.89
B00267OCTA	5	0.6486
B00267OCTA	5	0.5859
B0026KEGLQ	3	0.7776
B0026KEGLQ	5	-0.3412
B0026KEGLQ	5	0.8439
B0026KEGLQ	5	0.6901
B0026KEGLQ	5	0.8155
B0026RB0G8	5	-0.1779
B0026RB0G8	2	0.8442
B0026RB0G8	5	0.666
B0026RB0G8	5	0.9148
B0026RB0G8	3	-0.4926
B0026RB0G8	4	0.507
B0026RB0G8	3	0.4404
B0026RB0G8	5	0.9136
B0026RB0G8	5	0.8991
B0026RB0G8	3	0.3612
B0026RB0G8	3	0.3862
B0026RB0G8	5	0.9381
B0026RB0G8	5	0.4215
B0026RB0G8	3	0.5719
B0026RB0G8	5	-0.186
B0026RB0G8	5	0.8481
B0026RB0G8	5	0.918
B0026RB0G8	5	0.5411
B0026RB0G8	5	0.2732
B0026RB0G8	3	0.3182
B0026RB0G8	5	0.9333
B0026RB0G8	5	0.0498
B0026RB0G8	5	0.128
B0026RB0G8	5	0.9022
B0026RB0G8	5	-0.34
B0026RB0G8	3	0.8553
B0026RB0G8	5	0.9462
B0026RB0G8	5	0.8591
B0026RB0G8	3	0.5991
B0026RB0G8	5	0.875
B0026RB0G8	5	0.6988
B0027842S4	5	-0.0516
B0027842S4	5	0.9325
B0027842S4	5	0.9431
B0027842S4	5	0.7269
B0027842S4	5	0.9521
B0027842S4	5	0.7346
B0027842S4	5	-0.4075
B0027842S4	5	0.6114
B0027842S4	5	0.8555
B0027842S4	5	0.7947
B0027M30Z6	2	-0.6071
B0027M30Z6	5	0.9357
B0027M30Z6	3	0.8074
B0027M30Z6	5	0.9664
B0027M30Z6	5	0.9685
B0027M30Z6	5	0.8555
B0027M30Z6	4	0.9439
B0027M30Z6	4	0.7713
B0027M30Z6	5	0.7901
B0027M30Z6	4	0.9088
B0027M30Z6	5	0.7845
B0027M30Z6	5	0.9764
B0027V760M	2	0.5106
B0027V760M	5	0.6597
B0027V760M	3	0.7311
B0027V760M	5	0.9504
B0027V760M	5	0.91
B0027V760M	1	0.1531
B0027V760M	5	0.9538
B0027V760M	1	-0.4404
B0027V760M	5	0.6597
B0027V760M	4	0.1779
B0027V760M	5	0.0
B002AQNGIU	5	0.7474
B002AQNGIU	5	0.8934
B002AQNGIU	5	0.4927
B002AQNGIU	5	0.8816
B002AQNGIU	5	0.7068
B002AQNGIU	4	0.8126
B002AQNGIU	1	-0.6979
B002AQNGIU	5	-0.2732
B002AQNGIU	5	-0.5
B002AQNGIU	4	-0.4427
B002AQNGIU	5	0.3248
B002AQNGIU	5	0.5719
B002AQNGIU	5	0.8074
B002AQNGIU	5	0.8225
B002AQNGIU	5	0.802
B002B8EWVW	5	0.6597
B002B8EWVW	3	0.8797
B002B8EWVW	4	0.2023
B002B8EWVW	5	0.9432
B002B8EWVW	5	0.8158
B002C4SM5W	2	0.9848
B002C4SM5W	4	0.9732
B002C4SM5W	4	0.791
B002C4SM5W	3	0.8953
B002C4SM5W	4	0.9716
B002C741B8	5	0.9788
B002C741B8	4	0.9856
B002C741B8	4	0.6369
B002C741B8	2	0.8625
B002C741B8	4	0.5984
B002C741B8	2	0.8893
B002C741BI	5	0.3818
B002C741BI	5	0.9887
B002C741BI	4	0.9618
B002C741BI	3	-0.05
B002C741BI	5	0.3818
B002C741BI	5	0.9881
B002C741BI	5	0.9783
B002C741BI	3	0.807
B002C741BI	2	0.9505
B002C741BI	5	0.9924
B002C741BI	2	-0.2716
B002C741BI	5	0.6352
B002C741BI	2	0.6124
B002CMLPYY	5	0.7783
B002CMLPYY	4	0.9626
B002CMLPYY	5	0.9381
B002CMLPYY	5	0.2648
B002CMLPYY	5	0.7425
B002DC8OE2	2	0.9036
B002DC8OE2	5	0.7197
B002DC8OE2	5	0.9081
B002DC8OE2	3	0.7034
B002DC8OE2	5	0.8553
B002DC8OE2	5	0.9774
B002DYJEMQ	5	0.8189
B002DYJEMQ	5	0.8807
B002DYJEMQ	5	0.802
B002DYJEMQ	5	0.765
B002DYJEMQ	4	0.7351
B002DYJEMQ	5	0.9664
B002DYJEMQ	4	0.9625
B002EWV8IU	3	0.7783
B002EWV8IU	4	0.9667
B002EWV8IU	5	0.8402
B002EWV8IU	5	0.93
B002EWV8IU	5	0.8822
B002EWV8IU	5	0.0
B002EWV8IU	5	0.0
B002EWV8IU	5	0.7762
B002EWV8IU	5	0.7003
B002EWV8IU	5	-0.3818
B002EWV8IU	5	0.3197
B002EWV8IU	5	0.6935
B002EWV8IU	5	0.8834
B002EWV8IU	4	0.2023
B002EWV8IU	5	0.7139
B002EWV8IU	5	0.5826
B002EWV8IU	5	0.836
B002EWV8IU	5	0.9068
B002EWV8IU	5	0.8785
B002EWV8IU	3	0.9403
B002EWV8NA	5	0.9895
B002EWV8NA	5	0.8792
B002EWV8NA	2	0.7096
B002EWV8NA	5	0.9492
B002EWV8NA	4	0.9543
B002G1UT5C	5	0.9274
B002G1UT5C	4	0.1817
B002G1UT5C	3	0.8153
B002G1UT5C	3	-0.4997
B002G1UT5C	3	0.9365
B002G1UT5C	5	0.9612
B002G1UT5C	5	0.0516
B002G1UT5C	4	0.93
B002G1UT5C	3	0.7269
B002G1UT5C	4	0.9631
B002GHBZ4U	3	0.8907
B002GHBZ4U	5	0.9938
B002GHBZ4U	5	0.9496
B002GHBZ4U	5	0.9702
B002GHBZ4U	5	0.9947
B002GHBZ4U	5	0.9938
B002GHBZ4U	5	0.9591
B002GHBZ4U	5	0.9823
B002GYWBIM	4	0.9927
B002GYWBIM	5	0.9779
B002GYWBIM	5	0.6486
B002GYWBIM	4	0.9828
B002GYWBIM	4	0.8742
B002GYWBIM	5	-0.7499
B002GYWBIM	5	0.6288
B002GYWBIM	2	0.9823
B002GYWBIM	4	0.925
B002GYWBIM	5	0.78
B002GYWBJ6	5	0.2732
B002GYWBJ6	5	0.9169
B002GYWBJ6	5	0.9169
B002GYWBJ6	5	0.9953
B002GYWBJ6	4	0.9965
